@relation TrainingInstances_dados10k-5-5-3_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute COSINE_blocking_number numeric
@attribute JACCARD_blocking_number numeric
@attribute JARO_blocking_number numeric
@attribute LEVENSHTEIN_blocking_number numeric
@attribute QGRAM_blocking_number numeric
@attribute COSINE_family_role numeric
@attribute JACCARD_family_role numeric
@attribute JARO_family_role numeric
@attribute LEVENSHTEIN_family_role numeric
@attribute QGRAM_family_role numeric
@attribute resultado {nao-duplicata,duplicata}

@data
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.666667,0.375,0.2,1,1,1,1,1,0,0,0.436508,0.142857,0,0,0,0.5,0,0,1,1,1,1,1,0,0,0.395833,0.125,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.333333,0.624771,0.571429,0.451613,1,1,1,1,1,0,0,0.557071,0.166667,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333,0.25,0.2,0,0,0,0,0,0,0,0.447619,0.142857,0,0,0,0.490741,0.111111,0,1,1,1,1,1,0,0,0.449074,0.0625,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.554837,0.235294,0,1,1,1,1,1,0,0,0.457071,0.083333,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0.555556,0.333333,0,1,1,1,1,1,0,0,0,0,0,0,0,0.746667,0.375,0.2,1,1,1,1,1,0,0,0.430556,0.125,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.411111,0.166667,0,0,0,0.722222,0.5,0.166667,0,0,0,0,0,0,0,0.556645,0.058824,0.052632,0,0,0.504233,0.214286,0,0,0,0.542929,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0.2,1,1,1,1,1,0,0,0.383333,0.125,0,0,0,0.527778,0,0,0,0,0,0,0,0,0,0.428571,0.142857,0.111111,0,0,0.5,0,0,0,0,0,0,0,0,0,0.542017,0.294118,0.057143,1,1,1,1,1,0,0,0.504545,0.181818,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.583333,0.125,0,0,0,0,0,0,0,0,0.518519,0.222222,0,0,0,0.430556,0,0,0,0,0,0,0,0,0,0.474074,0.1,0,0,0,0.85,0.5,0.166667,0,0,0,0,0,0,0,0.584249,0.214286,0.064516,1,1,1,1,1,0,0,0.598485,0.166667,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.333333,0.125,0,0,0,0,0,0,0,0,0.472222,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.40873,0.083333,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.444444,0.111111,0,0,0,0.47619,0.111111,0.1,0.5,0.333333,0.804762,0.416667,0.285714,1,1,1,1,1,1,1,1,1,1,nao-duplicata
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0.85,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0.428571,0.235294,1,1,1,1,1,0,0,0.406593,0.153846,0,0,0,0,0,0,0,0,0.65,0.333333,0.222222,0.5,0.333333,0.685796,0.571429,0.451613,0,0,0,0,0,0,0,0.543182,0.181818,0.076923,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.472222,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633333,0.2,0,1,1,1,1,1,0,0,0.438131,0.272727,0,0,0,0,0,0,0,0,0.65,0.333333,0.222222,0,0,0.564408,0.230769,0.068965,0,0,0,0,0,0,0,0.396465,0.083333,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.893333,0.75,0.571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
0,0,0.555556,0.333333,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.166667,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0.490741,0.111111,0,0,0,0.5,0.25,0,0,0,0.85,0.5,0.571429,0,0,0.625926,0.333333,0.054054,0,0,0.465608,0.111111,0,0,0,0.620851,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
