@relation TrainingInstances_dados10k-15-15-5_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute COSINE_blocking_number numeric
@attribute JACCARD_blocking_number numeric
@attribute JARO_blocking_number numeric
@attribute LEVENSHTEIN_blocking_number numeric
@attribute QGRAM_blocking_number numeric
@attribute COSINE_family_role numeric
@attribute JACCARD_family_role numeric
@attribute JARO_family_role numeric
@attribute LEVENSHTEIN_family_role numeric
@attribute QGRAM_family_role numeric
@attribute resultado {nao-duplicata,duplicata}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.778333,0.375,0.3,0,0,0,0,0,0,0,0.539683,0.285714,0.117647,0,0,0.441667,0.125,0,0,0,0,0.333333,0,0,0,0.485897,0.230769,0,0,0,0.5,0,0,0,0,0,0.333333,0,0.5,0.333333,0.702991,0.538462,0.482759,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.85,0.5,0.4,1,1,1,1,1,0,0,0,0,0,0,0,0.539683,0.142857,0,0,0,0,0,0,0,0,0.588889,0.416667,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523737,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.822222,0.375,0.2,1,1,1,1,1,0,0,0.464286,0.142857,0,0,0,0.455556,0.166667,0,0,0,0,0,0,0,0,0.586111,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.554563,0.25,0,0,0,0.601852,0.222222,0,0,0,0.6,0.2,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0.2,1,1,1,1,1,0,0,0.425926,0.111111,0,0,0,0.751515,0.363636,0.272727,1,1,1,1,1,0,0,0.569444,0.222222,0,0,0,0.7,0.25,0.166667,0,0,0,0,0,0,0,0.569444,0.25,0,0,0,0,0,0,0,0,0.542929,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0.8,0.666667,0.4,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.825,0.625,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.407407,0,0,1,1,1,1,1,0,0,0.458689,0.076923,0,0,0,0.866667,0.75,0.5,0,0,0,0,0,0.5,0.333333,0.704365,0.571429,0.466667,0,0,0,0,0,0,0,0.597042,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458333,0.125,0,0,0,0,0,0,0,0,0.442002,0.076923,0,0,0,0.575,0.25,0.181818,0,0,0,0,0,0,0,0.594444,0.1875,0.057143,0,0,0,0,0,0,0,0.585859,0.181818,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.85,0.625,0.5,1,1,1,1,1,0,0,0.409524,0.3,0.190476,0,0,0.395238,0.142857,0,0,0,0,0,0,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548431,0.375,0.193548,1,1,1,1,1,0,0,0.490404,0.166667,0.074074,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0.6,0.333333,0.2,1,1,1,1,1,1,1,1,1,1,0,0,0.95,0.75,0.5,1,1,1,1,1,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430303,0.090909,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.565079,0.238095,0,0,0,0,0,0,0,0,0.573232,0.25,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.6,0.4,0.142857,0,0,0.8,0.7,0.416667,0,0,0.777778,0.5,0.363636,0.408248,0.25,0.965152,0.916667,0.814815,0,0,0.85,0.75,0.5,1,1,1,1,1,0.408248,0.25,0.948352,0.928571,0.8125,1,1,1,1,1,0.408248,0.25,0.978788,0.909091,0.8,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.883333,0.75,0.5,1,1,1,1,1,0,0,0.525,0.166667,0.142857,0,0,0.79,0.5,0.4,1,1,1,1,1,0,0,0.455556,0,0,0,0,0.666667,0.25,0,0,0,0.65,0.333333,0.222222,0,0,0.53058,0.263158,0.051282,1,1,1,1,1,0,0,0.542929,0.166667,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
