"ARFF TRAINING","PRECISION","RECALL","F1","VP","VN","FP","FN","IGNORED FIELDS","CLASS","SVM-TYPE","KERNEL","C","DEGREE","GAMMA"
"1_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.23322306238185256","0.9959636730575177","0.37794371051120046","987","402641","3245","4"," 15 ","J48",,,,,,,,,
"1_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.6053756872327428","1.0","0.754185692541857","991","405240","646","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"2_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.3202973497091144","1.0","0.4851897184822521","991","403783","2103","0"," 15 ","J48",,,,,,,,,
"2_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.6132425742574258","1.0","0.7602608362102034","991","405261","625","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"3_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.13428141665527144","0.9909182643794148","0.23651252408477844","982","399555","6331","9"," 15 ","J48",,,,,,,,,
"3_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.6109741060419236","1.0","0.758515116724072","991","405255","631","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"4_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.08402075006378093","0.9969727547931383","0.15498039215686274","988","395115","10771","3"," 15 ","J48",,,,,,,,,
"4_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.6006060606060606","1.0","0.7504733055660734","991","405227","659","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"5_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.1336593317033415","0.992936427850656","0.23560397461989704","984","399508","6378","7"," 15 ","J48",,,,,,,,,
"5_dados10k-15-15-3_SIZE-11000_TD-1000_SS-0.3_TP-406877.arff","0.597708082026538","1.0","0.7482068705171764","991","405219","667","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
