@relation TrainingInstances_teste01_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute resultado {nao-duplicata,duplicata}

@data
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.766667,0.375,0.3,0,0,0,0,0,0,0,0.453704,0.111111,0,0,0,0.483333,0.2,0,1,1,1,1,1,0,0,0.40404,0,0,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.710659,0.315789,0.057143,0,0,0,0,0,0,0,0.631818,0.272727,0,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.844444,0.75,0.4,1,1,1,1,1,0,0,0.577778,0.333333,0,0,0,0.577778,0.166667,0,1,1,1,1,1,0,0,0.407407,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.422348,0.25,0,1,1,1,1,1,0,0,0.570707,0.25,0,nao-duplicata
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.577778,0.333333,0,0,0,0.518519,0.222222,0,0,0,0,0,0,0,0,0.382479,0,0,0,0,0.866667,0.5,0.333333,0,0,0,0,0,0.5,0.333333,0.724868,0.571429,0.4375,0,0,0,0,0,0,0,0.504545,0.272727,0.08,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.25,0.2,0,0,0,0,0,0,0,0.464286,0.142857,0,1,1,1,1,1,0,0,0,0,0,0,0,0.474074,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457265,0.142857,0.052632,1,1,1,1,1,0,0,0,0,0,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.966667,0.833333,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
0,0,0.555556,0.333333,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.778333,0.375,0.3,0,0,0.666667,0.5,0.25,0,0,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388889,0.133333,0.068965,0,0,0.666667,0.25,0.166667,0,0,0.7,0.5,0.25,0,0,0.483333,0.2,0,1,1,1,1,1,0,0,0.653247,0.363636,0.153846,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.285714,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.466667,0,0,0,0,0.486111,0.25,0.133333,0,0,0,0,0,0,0,0.468013,0.181818,0,0,0,0.5,0.25,0,1,1,1,1,1,0,0,0.471429,0.071429,0,0,0,0.556019,0.1875,0,0,0,0,0,0,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.333333,0.955556,0.933333,0.823529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.488889,0.1,0,0,0,0.5,0.25,0,1,1,1,1,1,0,0,0.399786,0.2,0,0,0,0,0,0,0,0,0.622222,0.2,0,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.466667,0.2,0,1,1,1,1,1,0,0,0,0,0,0,0,0.611111,0.166667,0,0,0,0.7,0.25,0.166667,0,0,0,0,0,0,0,0.584936,0.1875,0.060606,1,1,1,1,1,0,0,0.696104,0.272727,0.076923,nao-duplicata
