@relation TrainingInstances_teste01_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute resultado {0,1}

@data
0,0,0.555556,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866667,0.5,0.2,0,0,0,0,0,0,0,0.373016,0.142857,0,0,0,0.645022,0.272727,0,1,1,1,1,1,0,0,0.31746,0.166667,0,0,0,0.5,0,0,0,0,0.6,0.333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.449495,0.166667,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.746667,0.5,0.2,1,1,1,1,1,0,0,0.66,0.2,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0.511905,0.125,0,0,0,0.666667,0.25,0,0,0,0,0,0,0,0,0.465705,0.125,0,1,1,1,1,1,0,0,0.542929,0.166667,0,0
0,0,0,0,0,1,1,1,1,1,0,0,0.666667,0.5,0.25,0,0,0.733333,0.5,0.2,1,1,1,1,1,0,0,0.527778,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458689,0.153846,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.569643,0.3125,0.066667,1,1,1,1,1,0,0,0.739683,0.416667,0.142857,0
0,0,0.555556,0.333333,0,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.891667,0.5,0.5,1,1,1,1,1,0,0,0.466667,0.2,0,0,0,0.518519,0,0,0,0,0,0,0,0,0,0.5671,0.181818,0,0,0,0.7,0.5,0.166667,0,0,0,0.5,0.285714,0.5,0.333333,0.715909,0.5,0.388889,1,1,1,1,1,0,0,0.587879,0.181818,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.625,0.3,0,0,0,0,0,1,1,1,1,1,0,0,0.383333,0.125,0,0,0,0,0,0,0,0,0.430556,0.166667,0,0,0,0.7,0.25,0.166667,0,0,0,0,0,0,0,0.460101,0.133333,0,1,1,1,1,1,0,0,0.635556,0.333333,0.142857,0
0,0,0.6,0.333333,0.2,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.844444,0.625,0.3,1,1,1,1,1,0,0,0.444444,0,0,0,0,0.466667,0,0,0,0,0,0,0,0,0,0.50505,0.181818,0,0,0,0.5,0,0,1,1,1,1,1,0,0,0.53836,0.222222,0,1,1,1,1,1,0,0,0.494444,0.166667,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.971429,0.857143,0.705882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.25,0.2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.333333,0,0,0,0,0,0,0,0.628342,0.235294,0.052632,0,0,0,0,0,0,0,0.523737,0.166667,0.074074,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.733333,0.375,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.609524,0.25,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0.572685,0.25,0.057143,0,0,0,0,0,0,0,0.584848,0.272727,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.25,0.2,0,0,0,0,0,0,0,0.577778,0.333333,0.133333,0,0,0,0,0,1,1,1,1,1,0,0,0.452381,0.142857,0,0,0,0,0,0,1,1,1,1,1,0.5,0.333333,0.634473,0.533333,0.4375,0,0,0,0,0,0,0,0.738961,0.363636,0.153846,0
