@relation TrainingInstances_dados100_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute COSINE_soc_sec_id numeric
@attribute JACCARD_soc_sec_id numeric
@attribute JARO_soc_sec_id numeric
@attribute LEVENSHTEIN_soc_sec_id numeric
@attribute QGRAM_soc_sec_id numeric
@attribute COSINE_blocking_number numeric
@attribute JACCARD_blocking_number numeric
@attribute JARO_blocking_number numeric
@attribute LEVENSHTEIN_blocking_number numeric
@attribute QGRAM_blocking_number numeric
@attribute COSINE_family_role numeric
@attribute JACCARD_family_role numeric
@attribute JARO_family_role numeric
@attribute LEVENSHTEIN_family_role numeric
@attribute QGRAM_family_role numeric
@attribute resultado {nao-duplicata,duplicata}

@data
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.453704,0.222222,0,0,0,0.388889,0.333333,0,0,0,0,0,0,0,0,0.527778,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467094,0.153846,0,0,0,0,0,0,0,0,0.524242,0.181818,0,0,0,0.507937,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778333,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.437037,0,0,1,1,1,1,1,0,0,0.418651,0.142857,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.563807,0.470588,0.333333,1,1,1,1,1,0,0,0.561111,0.166667,0,0,0,0.630952,0.142857,0.111111,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0.555556,0.333333,0.2,1,1,1,1,1,0,0,0,0,0,0,0,0.666667,0.375,0.2,0,0,0,0,0,0,0,0.611111,0.333333,0.142857,0,0,0.547222,0.375,0.117647,0,0,0,0,0,0,0,0.516667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473776,0.230769,0,0,0,0,0,0,0.5,0.333333,0.70303,0.363636,0.230769,0,0,0.507937,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.8,0.5,0.3,1,1,1,1,1,0,0,0,0,0,0,0,0.483333,0.2,0,1,1,1,1,1,0,0,0.467949,0.153846,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.447253,0.214286,0,0,0,0,0,0,0.5,0.333333,0.790476,0.416667,0.285714,0,0,0.523809,0.142857,0.111111,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895238,0.625,0.4,1,1,1,1,1,0,0,0.447619,0.142857,0,0,0,0.395238,0.285714,0,0,0,0,0,0,0,0,0.366667,0.1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.394231,0.125,0,1,1,1,1,1,0,0,0.482323,0.166667,0,0,0,0.695238,0.428571,0.222222,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.490476,0.2,0.095238,0,0,0.5,0,0,0,0,0.65,0.666667,0.444444,0,0,0.600198,0.214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742857,0.428571,0.222222,1,1,1,1,1,1,1,1,1,1,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.955556,0.833333,0.666667,1,1,1,1,1,1,1,1,1,1,0,0,0.906667,0.8,0.571429,1,1,1,1,1,1,1,1,1,1,0.5,0.333333,0.973333,0.933333,0.823529,1,1,1,1,1,0,0,0.866667,0.8,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.825,0.625,0.3,0,0,0,0,0,1,1,1,1,1,0,0,0.555556,0.166667,0,0,0,0,0,0,0,0,0.417989,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549206,0.25,0.055556,1,1,1,1,1,0,0,0,0,0,0,0,0.619048,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.857143,0.5,0.2,0,0,0,0,0,0,0,0.447619,0,0,0,0,0.490741,0.111111,0,0,0,0,0,0,0,0,0.328571,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.472222,0.083333,0,0,0,0,0,0,0,0,0.582727,0.272727,0.076923,0,0,0.523809,0,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0.555556,0.333333,0,1,1,1,1,1,0,0,0,0,0,0,0,0.72,0.25,0.2,0,0,0,0,0,0,0,0.561905,0.285714,0,0,0,0.638889,0.25,0,0,0,0,0,0,0,0,0.439815,0.25,0.068965,0,0,0.7,0.25,0.166667,0,0,0,0,0,0,0,0.468873,0.294118,0.054054,1,1,1,1,1,0,0,0.551515,0.363636,0.08,0,0,0.357143,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.25,0.2,0,0,0,0,0,0,0,0.662698,0.285714,0,0,0,0.561905,0.142857,0,1,1,1,1,1,0,0,0.68,0.222222,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456119,0.130435,0,0,0,0.584848,0.272727,0,0,0,0.523809,0.285714,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.625,0.3,0,0,0,0,0,0,0,0.444444,0.166667,0,0,0,0.419192,0.090909,0,1,1,1,1,1,0,0,0.505556,0.166667,0.230769,0,0,0.7,0.25,0.166667,0,0,0,0,0,0.5,0.333333,0.639423,0.538462,0.466667,0,0,0,0,0,0.5,0.333333,0.626667,0.3,0.166667,0,0,0.428571,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.375,0.2,0,0,0,0,0,0,0,0.455556,0.166667,0,0,0,0,0,0,1,1,1,1,1,0,0,0.441667,0.125,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.487179,0.153846,0,0,0,0,0,0,0,0,0.753704,0.25,0,0,0,0.428571,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.733333,0.5,0.3,0,0,0,0,0,0,0,0.601191,0.25,0,0,0,0.391667,0.1,0,0,0,0,0,0,0,0,0.436508,0.142857,0,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.570324,0.294118,0.058824,0,0,0,0,0,0,0,0.672727,0.272727,0.076923,0,0,0.523809,0.142857,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.472222,0.166667,0,0,0,0.527778,0.25,0,1,1,1,1,1,0,0,0.438131,0.090909,0,0,0,0.7,0.25,0.166667,1,1,1,1,1,0,0,0.436905,0.142857,0,0,0,0.619048,0.285714,0.111111,0,0,0.707359,0.454545,0.16,0,0,0.523809,0.142857,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0,0,0,1,1,1,1,1,0,0,0.464286,0.142857,0,0,0,0.483333,0.2,0,0,0,0,0.333333,0,0,0,0.501374,0.153846,0,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.502976,0.1875,0.058824,0,0,0,0,0,0,0,0.594444,0.3,0,0,0,0.523809,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0,0,0,1,1,1,1,1,0,0,0.5,0.25,0.166667,0,0,0,0,0,1,1,1,1,1,0,0,0.505556,0.2,0,0,0,0.5,0,0,1,1,1,1,1,0,0,0.617879,0.25,0.129032,0,0,0,0,0,0,0,0.674675,0.272727,0.076923,0,0,0.428571,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.625,0.4,0,0,0,0,0,1,1,1,1,1,0,0,0.608571,0.285714,0.125,0,0,0,0,0,0,0,0.584416,0.227273,0.121212,0,0,0,0,0,0,0,0,0,0,0,0,0.620879,0.538462,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0.285714,0.111111,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0.25,0.2,1,1,1,1,1,0,0,0.578571,0.142857,0.117647,0,0,0,0,0,0,0,0,0,0,0,0,0.542262,0.1875,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.53916,0.210526,0.108108,0,0,0,0,0,0,0,0.570707,0.166667,0,0,0,0.523809,0.142857,0.111111,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.844444,0.5,0.3,1,1,1,1,1,1,1,1,1,1,0,0,0.583333,0.125,0,0,0,0,0,0,0,0,0.546958,0.222222,0,0,0,0.7,0.25,0.166667,0,0,0,0,0,0,0,0.491148,0.214286,0.064516,1,1,1,1,1,0,0,0.677273,0.272727,0.076923,0,0,0.523809,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.375,0.1,1,1,1,1,1,0,0,0,0,0,0,0,0.555556,0.166667,0,0,0,0,0,0,0,0,0.511905,0.125,0,0,0,0.5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.597042,0.333333,0,0,0,0.557143,0.142857,0.111111,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333,0.5,0.2,1,1,1,1,1,1,1,1,1,1,0,0,0.460317,0.214286,0.083333,0,0,0,0,0,0,0,0.447222,0.2,0.090909,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.405556,0.166667,0,0,0,0,0,0,0,0,0.516667,0.2,0,0,0,0.523809,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.777778,0.666667,0.25,1,1,1,1,1,1,1,1,1,1,0,0,0.888889,0.833333,0.625,1,1,1,1,1,1,1,1,1,1,0,0,0.92381,0.857143,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.8,0.25,0.2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511905,0,0,0,0,0.7,0.5,0.333333,0,0,0.7,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.472222,0.25,0,0,0,0.357143,0.285714,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0.555556,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.375,0.2,1,1,1,1,1,0,0,0.678571,0.428571,0.117647,0,0,0.458333,0.125,0,0,0,0,0,0,0,0,0.322511,0.090909,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.564286,0.2,0,1,1,1,1,1,0,0,0.460606,0.181818,0,0,0,0.428571,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0.125,0,0,0,0,0,0,0,0,0.786667,0.6,0.285714,0,0,0.44697,0.090909,0,1,1,1,1,1,0,0,0.541667,0.166667,0.083333,0,0,0.5,0,0,0,0,0,0,0,0.5,0.333333,0.515152,0.5,0.444444,0,0,0,0,0,0,0,0.515152,0.25,0,0,0,0.619048,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.866667,0.625,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.445425,0.235294,0.055556,0,0,0.415278,0.125,0,0,0,0.715152,0.454545,0.16,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0.7,0.5,0.25,0,0,0.766667,0.5,0.3,1,1,1,1,1,0,0,0.436508,0.142857,0,0,0,0.574546,0.272727,0.1,0,0,0,0,0,0,0,0.424242,0.090909,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.5,0.083333,0,1,1,1,1,1,0,0,0.584848,0.272727,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9,0.5,0.4,0,0,0.7,0.5,0.25,0,0,0.566667,0.111111,0.105263,0,0,0.533333,0.222222,0,0,0,0,0,0,0,0,0.444444,0.166667,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0.5,0.333333,0.728938,0.5,0.451613,1,1,1,1,1,0,0,0.570707,0.25,0,0,0,0.523809,0.142857,0,0,0,0,0,0,1,1,1,1,1,nao-duplicata
