@relation TrainingInstances_teste01_31

@attribute COSINE_culture numeric
@attribute JACCARD_culture numeric
@attribute JARO_culture numeric
@attribute LEVENSHTEIN_culture numeric
@attribute QGRAM_culture numeric
@attribute COSINE_sex numeric
@attribute JACCARD_sex numeric
@attribute JARO_sex numeric
@attribute LEVENSHTEIN_sex numeric
@attribute QGRAM_sex numeric
@attribute COSINE_age numeric
@attribute JACCARD_age numeric
@attribute JARO_age numeric
@attribute LEVENSHTEIN_age numeric
@attribute QGRAM_age numeric
@attribute COSINE_date_of_birth numeric
@attribute JACCARD_date_of_birth numeric
@attribute JARO_date_of_birth numeric
@attribute LEVENSHTEIN_date_of_birth numeric
@attribute QGRAM_date_of_birth numeric
@attribute COSINE_title numeric
@attribute JACCARD_title numeric
@attribute JARO_title numeric
@attribute LEVENSHTEIN_title numeric
@attribute QGRAM_title numeric
@attribute COSINE_given_name numeric
@attribute JACCARD_given_name numeric
@attribute JARO_given_name numeric
@attribute LEVENSHTEIN_given_name numeric
@attribute QGRAM_given_name numeric
@attribute COSINE_surname numeric
@attribute JACCARD_surname numeric
@attribute JARO_surname numeric
@attribute LEVENSHTEIN_surname numeric
@attribute QGRAM_surname numeric
@attribute COSINE_state numeric
@attribute JACCARD_state numeric
@attribute JARO_state numeric
@attribute LEVENSHTEIN_state numeric
@attribute QGRAM_state numeric
@attribute COSINE_suburb numeric
@attribute JACCARD_suburb numeric
@attribute JARO_suburb numeric
@attribute LEVENSHTEIN_suburb numeric
@attribute QGRAM_suburb numeric
@attribute COSINE_postcode numeric
@attribute JACCARD_postcode numeric
@attribute JARO_postcode numeric
@attribute LEVENSHTEIN_postcode numeric
@attribute QGRAM_postcode numeric
@attribute COSINE_street_number numeric
@attribute JACCARD_street_number numeric
@attribute JARO_street_number numeric
@attribute LEVENSHTEIN_street_number numeric
@attribute QGRAM_street_number numeric
@attribute COSINE_address_1 numeric
@attribute JACCARD_address_1 numeric
@attribute JARO_address_1 numeric
@attribute LEVENSHTEIN_address_1 numeric
@attribute QGRAM_address_1 numeric
@attribute COSINE_address_2 numeric
@attribute JACCARD_address_2 numeric
@attribute JARO_address_2 numeric
@attribute LEVENSHTEIN_address_2 numeric
@attribute QGRAM_address_2 numeric
@attribute COSINE_phone_number numeric
@attribute JACCARD_phone_number numeric
@attribute JARO_phone_number numeric
@attribute LEVENSHTEIN_phone_number numeric
@attribute QGRAM_phone_number numeric
@attribute resultado {nao-duplicata,duplicata}

@data
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.422619,0,0,0,0,0.666667,0.25,0.166667,0,0,0.6,0.333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.557071,0.166667,0.074074,nao-duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0,0,0,0,0.444444,0.166667,0,0,0,0.5,0.333333,0.210526,0,0,0,0.333333,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558772,0.25,0.046512,0,0,0,0,0,0,0,0.582727,0.181818,0.076923,nao-duplicata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472222,0,0,1,1,1,1,1,0,0,0.455556,0,0,0,0,0.422619,0.125,0,0,0,0,0,0,0,0,0.416667,0.083333,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333,0.655429,0.4375,0.4,0,0,0,0,0,0,0,0.357576,0.181818,0,nao-duplicata
1,1,1,1,1,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.388889,0,0,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.431481,0.166667,0,0,0,0,0,0,0,0,0.584848,0.272727,0.08,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.458333,0.125,0,0,0,0.611111,0.166667,0,0,0,0,0,0,0,0,0.501374,0.230769,0,0,0,0.85,0.75,0.5,0,0,0.85,0.5,0.285714,0,0,0.590741,0.222222,0.108108,1,1,1,1,1,0,0,0.490404,0.25,0,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.922222,0.833333,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
0,0,0.6,0.333333,0.2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.430556,0,0,0,0,0.455556,0,0,1,1,1,1,1,0,0,0.513889,0.25,0,0,0,0.7,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.696104,0.363636,0.153846,nao-duplicata
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.746667,0.375,0.2,0,0,0,0,0,0,0,0.416667,0.125,0,0,0,0.486111,0.125,0,0,0,0,0,0,0,0,0.565476,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.424784,0.214286,0,1,1,1,1,1,0,0,0.588889,0.333333,0.076923,nao-duplicata
0,0,0.6,0.333333,0.2,1,1,1,1,1,1,1,1,1,1,0,0,0.85,0.625,0.5,1,1,1,1,1,0,0,0.428571,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0,0.406046,0.058824,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.333333,0.727066,0.6,0.4375,0,0,0,0,0,0,0,0.523737,0.25,0,nao-duplicata
0,0,0.555556,0.333333,0.2,1,1,1,1,1,1,1,1,1,1,0,0,0.85,0.625,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0.486111,0.125,0,0,0,0,0,0,0,0,0.425641,0.153846,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.468056,0.1875,0.057143,0,0,0,0,0,0,0,0.566667,0.1,0,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666667,0.375,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8,0.5,0.4,1,1,1,1,1,0,0,0.5,0.166667,0,0,0,0.441667,0.125,0,0,0,0,0,0,0,0,0.455988,0.090909,0,0,0,0.5,0.25,0.166667,0,0,0,0,0,0,0,0.557071,0.25,0,1,1,1,1,1,0,0,0.68355,0.363636,0,nao-duplicata
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.746667,0.375,0.2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.590909,0.272727,0,0,0,0.5,0.25,0.166667,0,0,0,0,0,0,0,0.374074,0.166667,0,0,0,0.464706,0.294118,0,0,0,0.523737,0.25,0,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.975,0.75,0.5,1,1,1,1,1,0,0,0.455556,0,0,0,0,0.585714,0.285714,0.117647,0,0,0,0,0,0,0,0.481481,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.466667,0.3,0.1,1,1,1,1,1,0,0,0.739683,0.416667,0.142857,nao-duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0.666667,0.5,0.25,0,0,0.8,0.625,0.2,0,0,0,0,0,0,0,0.507937,0.142857,0,0,0,0.447619,0.142857,0,0,0,0.65,0.333333,0.222222,0,0,0.626263,0.166667,0,0,0,0.55,0.25,0.166667,0,0,0,0,0,0,0,0.447802,0.142857,0.064516,0,0,0,0,0,0,0,0.504545,0.181818,0.08,nao-duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.7,0.5,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.895238,0.625,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408248,0.25,0.96,0.9,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.911111,0.666667,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,duplicata
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.25,0,0,0.595238,0.428571,0.133333,0,0,0.527778,0.25,0,0,0,0,0,0,0,0,0.717273,0.3,0.114286,0,0,0.5,0,0,0,0,0,0.5,0.285714,0.5,0.333333,0.523403,0.388889,0.4,1,1,1,1,1,0,0,0.597042,0.166667,0,nao-duplicata
