"ARFF TRAINING","PRECISION","RECALL","F1","VP","VN","FP","FN","IGNORED FIELDS","CLASS","SVM-TYPE","KERNEL","C","DEGREE","GAMMA"
"1_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.18151875571820678","0.9969849246231156","0.3071207430340557","992","403761","4473","3"," 15 ","J48",,,,,,,,,
"1_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.9716796875","1.0","0.9856364536899456","995","408205","29","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"2_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.1687137495735244","0.9939698492462311","0.28846434300714596","989","403361","4873","6"," 15 ","J48",,,,,,,,,
"2_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.983201581027668","1.0","0.9915296462381664","995","408217","17","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"3_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.9822309970384995","1.0","0.9910358565737052","995","408216","18","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"3_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.1586361453497679","0.9959798994974874","0.27368130350731845","991","402978","5256","4"," 15 ","J48",,,,,,,,,
"4_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.2863359442993908","0.9919597989949749","0.4443944169293112","987","405774","2460","8"," 15 ","J48",,,,,,,,,
"4_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.9660194174757282","1.0","0.9827160493827161","995","408199","35","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
"5_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.25488180883864336","0.9969849246231156","0.4059750358092899","992","405334","2900","3"," 15 ","J48",,,,,,,,,
"5_dados10k-15-15-1_SIZE-11000_TD-1000_SS-0.3_TP-409229.arff","0.9861248761149654","1.0","0.9930139720558883","995","408220","14","0"," 15 ","SVM","C_SVC","POLYNOMIAL ","Default(0)","Default(3)","Default(1/n)",,,,
